IND, PLAYER, TEAM, AGE, GP, W, L, MIN, PTS, FGM, FGA, FG%, 3PM, 3PA, 3P%, FTM, FTA, FT%, OREB, DREB, REB, AST, TOV, STL, BLK, PF, FP, DD2, TD3, plus_minus
555, Javonte Smart , PHI, 24, 1, 1, 0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0
555, Justin Jackson , MIN, 29, 2, 2, 0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
555, Kaiser Gates , NOP, 27, 1, 0, 1, 7.4, 0.0, 0.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, -2.0
555, Malcolm Cazalon , DET, 22, 1, 0, 1, 2.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0
555, Malik Williams , TOR, 25, 3, 2, 1, 12.7, 0.0, 0.0, 2.3, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.3, 2.0, 2.3, 0.3, 0.3, 0.3, 1.0, 1.0, 7.0, 0.0, 0.0, -9.7
555, Mouhamed Gueye , ATL, 21, 3, 2, 1, 2.7, 0.0, 0.0, 1.3, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.3, 0.0, 0.3, 0.3, 0.0, 0.3, 1.1, 0.0, 0.0, -6.7
555, Pete Nance , CLE, 24, 6, 2, 4, 2.3, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.3, 0.3, 0.0, 0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, -0.2
555, Quenton Jackson , IND, 25, 1, 1, 0, 1.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0, -6.0
555, Ron Harper Jr. , TOR, 23, 1, 1, 0, 3.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.5, 0.0, 0.0, -9.0
555, Ryan Arcidiacono , NYK, 30, 20, 15, 5, 2.3, 0.0, 0.0, 0.3, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.4, 0.2, 0.1, 0.1, 0.0, 0.3, 1.0, 0.0, 0.0, 0.1
